522	938	350	789
862	375	579	475
343	610	410	410
613	455	210	355
58	603	187	105
283	360	518	620
43	34	387	395
106	796	796	32
817	990	200	479
79	276	276	809
658	801	872	872
381	845	29	400
877	877	184	992
439	460	571	887
669	303	231	231
793	414	25	793
56	905	314	464
866	978	826	652
140	571	578	857
974	234	10	17
385	359	290	36
744	326	806	441
614	393	969	417
23	963	338	299
677	153	677	905
930	666	114	372
808	643	12	12
109	421	203	192
754	754	954	253
834	834	614	46
86	597	392	818
455	208	799	726
764	576	764	323
971	300	910	910
943	797	877	732
349	744	646	349
847	43	43	583
864	926	926	690
628	451	565	667
435	946	263	336
275	926	177	835
927	842	52	52
530	145	530	552
539	484	537	170
214	521	359	214
31	280	925	31
56	640	642	468
581	340	156	394
294	294	665	805
456	505	699	456
161	313	247	139
290	251	508	564
989	316	938	731
82	823	82	591
484	525	767	795
259	333	627	394
704	243	31	31
51	54	54	958
72	448	548	476
285	632	535	515
302	250	751	338
30	174	174	407
897	966	21	283
479	401	609	794
48	556	556	175
629	610	320	725
606	283	372	261
528	533	675	32
435	773	390	783
945	976	684	517
549	549	94	960
909	149	858	605
264	915	915	928
70	259	82	658
199	763	749	645
49	311	331	508
518	58	597	58
536	260	723	233
604	530	721	168
985	749	749	912
970	638	278	314
952	791	553	791
580	96	859	531
370	251	535	251
91	479	567	47
190	136	553	136
8	307	307	128
531	741	774	321
483	497	975	54
112	481	112	83
359	374	46	444
63	286	675	380
509	537	482	104
481	481	224	870
471	264	403	200
220	286	401	487
403	30	48	800
591	927	915	721
3	650	169	245
986	924	804	587
561	115	511	511
64	52	857	686
10	735	620	10
963	773	884	554
936	838	846	83
493	564	219	493
100	912	912	40
660	267	431	267
496	138	46	582
761	761	695	521
720	120	734	120
300	306	722	722
782	88	33	598
5	120	211	393
451	822	822	342
79	50	79	971
312	616	616	703
420	877	659	369
435	196	987	747
711	536	361	405
531	554	531	68
409	968	233	968
927	927	690	594
772	545	517	651
99	664	471	638
153	996	168	168
495	164	98	360
359	809	335	465
790	859	408	550
870	749	415	718
7	502	658	690
584	322	191	699
307	307	813	790
741	232	705	418
102	33	605	22
138	407	309	138
357	738	738	496
927	741	681	927
643	18	413	805
268	38	268	549
929	40	40	677
951	428	803	951
311	974	544	544
901	299	299	813
773	194	18	18
616	126	209	129
874	905	389	590
710	813	812	381
716	108	889	399
686	491	232	491
581	172	172	741
996	218	984	302
422	489	114	114
445	941	825	127
674	54	658	14
332	332	48	748
861	234	165	702
654	41	235	543
33	570	629	809
171	194	194	323
96	912	49	20
896	237	875	237
356	429	227	214
72	9	572	16
809	13	717	13
367	373	367	860
907	504	528	372
394	446	394	784
881	622	546	556
728	384	387	406
300	233	301	301
687	697	837	832
889	482	131	960
684	183	684	452
729	616	616	423
448	718	718	823
4	271	978	790
45	191	925	903
780	416	416	318
731	731	265	598
698	194	684	890
570	449	399	212
992	902	308	816
758	35	35	940
676	574	707	63
482	988	359	988
414	938	865	938
731	989	477	851
804	709	838	447
385	385	902	444
554	972	753	505
455	497	316	316
807	807	506	15
284	504	240	546
547	55	115	365
559	77	559	856
213	64	597	213
818	898	825	818
453	797	153	802
233	233	157	700
826	70	723	304
4	62	559	780
101	2	500	642
290	298	462	989
637	830	830	428
246	117	235	235
240	196	196	480
656	442	656	403
334	154	639	656
25	611	611	292
401	565	153	72
964	830	785	127
728	519	842	713
77	903	369	77
697	518	776	687
852	151	590	288
350	350	261	604
69	745	868	226
435	814	939	50
319	942	297	433
298	381	680	807
591	512	519	519
881	262	927	791
592	740	696	241
477	952	67	477
341	987	872	735
50	30	50	248
360	549	22	691
4	438	764	52
610	312	498	498
243	851	358	348
41	222	992	992
674	711	84	564
61	179	869	220
950	385	385	998
616	362	205	636
629	113	704	820
7	953	155	895
839	646	839	414
735	607	235	811
671	232	671	959
915	295	240	229
676	852	554	311
73	466	466	569
476	248	819	549
270	853	769	947
270	638	620	139
37	66	339	798
287	201	979	492
629	40	390	629
128	107	711	287
732	12	456	680
461	310	75	461
160	688	952	337
90	71	899	690
151	241	969	791
895	190	921	629
249	208	420	208
409	191	850	348
858	700	195	466
316	316	219	700
840	431	820	982
242	778	46	194
753	806	735	427
525	695	886	651
920	121	479	920
909	858	369	542
413	234	265	234
363	229	113	363
359	754	603	359
332	356	225	887
28	28	554	254
491	293	491	228
534	289	473	473
247	247	432	863
575	886	855	818
367	559	88	461
149	288	767	288
880	864	129	129
824	676	415	363
908	908	127	344
957	767	957	114
174	900	174	726
278	625	249	900
365	910	369	92
255	322	879	845
65	377	5	156
244	611	269	269
74	74	922	951
608	977	653	222
380	386	958	923
265	678	360	383
852	52	684	638
131	525	98	828
336	725	898	722
668	310	380	380
122	122	226	743
948	338	338	510
235	904	540	534
394	362	771	361
472	851	727	472
155	576	155	498
196	502	343	708
936	228	770	211
401	421	593	318
652	115	19	179
53	250	691	53
101	988	636	532
124	425	839	582
177	717	126	162
567	303	139	303
21	490	245	475
887	570	887	751
274	649	93	52
671	860	899	394
545	227	903	903
264	850	954	850
685	301	54	685
619	606	278	606
816	816	342	758
587	285	15	587
663	765	158	732
838	838	29	885
736	300	48	757
712	943	286	393
744	293	606	921
752	45	160	385
453	617	43	202
292	497	439	271
971	936	129	832
657	423	775	77
273	539	347	347
658	246	658	732
322	539	735	379
997	167	758	167
691	772	666	316
592	950	264	301
472	697	964	94
607	158	606	158
703	60	991	743
555	687	490	289
608	373	323	100
597	68	209	974
654	615	981	727
698	681	924	681
223	16	153	519
889	222	592	889
934	948	733	696
967	50	967	387
267	787	743	573
133	149	149	774
854	54	798	671
404	577	465	320
379	945	945	197
275	963	352	725
78	310	565	849
831	793	985	390
266	885	687	945
116	335	244	114
965	923	43	877
975	816	1	975
454	990	610	881
485	951	771	596
57	590	703	57
438	994	848	783
779	779	192	505
950	719	604	127
888	387	760	2
183	328	189	519
745	73	290	799
333	489	333	903
493	224	608	659
742	699	793	790
360	746	746	101
116	22	478	116
516	905	360	404
259	444	200	300
284	15	266	284
813	394	947	790
5	899	343	1
526	123	739	258
427	82	427	270
713	552	346	831
858	689	12	819
737	153	20	711
394	238	238	218
642	715	642	187
519	962	632	519
519	303	636	766
649	29	814	29
755	444	444	923
466	413	94	619
657	657	438	704
953	686	284	867
397	645	794	532
994	226	622	524
854	134	675	292
226	915	123	596
239	712	869	869
278	73	63	73
922	534	179	179
677	497	593	110
39	256	91	25
679	915	911	953
214	19	956	238
939	506	177	939
39	366	939	39
607	295	252	626
49	49	31	605
649	751	629	751
329	329	422	446
741	230	808	808
567	372	213	457
873	102	644	577
814	894	814	344
622	441	441	776
263	987	650	540
179	826	826	349
799	33	228	522
503	621	105	325
432	329	450	168
843	762	129	835
559	742	559	13
97	139	758	225
262	164	230	230
733	427	492	617
76	575	491	575
799	551	703	959
616	853	450	450
285	785	785	666
456	720	720	262
822	633	23	470
732	164	688	678
306	4	808	151
171	100	47	47
505	317	248	272
815	815	921	843
19	6	110	110
38	804	278	38
453	71	822	417
233	859	211	699
48	407	236	665
186	813	640	296
368	599	560	771
553	437	917	95
85	129	562	143
962	541	494	708
262	355	852	114
768	545	768	356
888	276	888	486
320	420	320	130
191	858	447	881
106	867	283	422
131	296	728	290
392	797	298	511
478	88	911	352
716	11	722	11
181	54	510	510
729	75	772	770
830	121	16	889
982	894	923	982
422	999	999	353
329	226	430	601
484	569	738	869
428	84	501	126
642	886	541	711
396	153	106	38
320	835	165	975
367	112	336	758
360	453	377	166
164	164	55	618
402	294	89	89
697	399	697	739
633	728	624	624
592	880	488	582
632	172	594	279
838	799	747	747
887	508	477	508
217	63	315	614
827	827	571	738
979	987	427	770
75	374	236	976
24	88	496	425
149	184	999	743
213	561	213	202
832	396	263	263
40	923	562	742
189	591	806	560
370	62	370	211
796	819	733	362
150	173	74	416
296	70	41	42
104	400	458	868
817	234	234	983
565	534	580	534
875	444	598	495
692	41	512	158
443	482	256	443
383	572	470	383
231	828	558	938
966	919	196	324
585	703	76	273
720	280	858	81
593	934	593	411
611	611	846	341
601	536	534	944
568	482	679	934
708	859	399	806
655	912	654	907
275	490	398	203
179	54	564	388
879	561	611	605
85	890	85	84
846	396	626	430
933	508	486	508
840	766	659	894
496	623	444	790
270	622	270	240
121	290	171	503
836	225	441	503
954	436	954	516
7	517	363	521
486	962	97	543
292	212	543	25
743	694	232	633
731	412	731	834
185	838	185	393
312	768	265	104
180	265	336	265
528	28	67	528
612	7	612	304
553	395	654	363
469	157	526	469
198	419	221	972
871	871	342	698
588	746	506	63
808	339	558	366
874	874	740	794
452	733	61	260
900	13	823	551
274	738	776	738
738	565	565	265
570	243	570	91
642	798	638	839
385	689	870	666
591	552	827	575
361	361	344	478
607	983	607	272
402	404	251	402
899	418	955	899
898	837	109	898
724	12	597	444
163	436	778	478
498	8	425	639
537	646	797	536
319	398	398	106
286	598	598	847
693	588	696	9
363	641	249	281
103	736	418	906
619	133	332	268
891	596	631	317
392	392	384	238
832	337	974	179
319	659	152	319
282	424	394	669
555	804	804	351
688	220	514	957
835	174	508	558
211	566	5	65
86	612	86	53
783	11	814	773
404	843	734	843
613	94	475	962
970	70	722	420
1	159	26	106
713	735	771	771
726	647	466	726
846	858	846	778
90	255	440	457
745	781	83	169
921	993	578	710
880	522	186	236
628	561	41	41
295	754	70	70
901	694	17	598
960	960	261	276
32	807	328	974
20	660	2	355
438	765	685	652
825	853	853	245
186	572	744	572
420	695	360	476
994	821	839	410
552	732	500	244
750	16	16	372
752	134	856	712
973	929	13	692
841	927	18	568
961	854	308	961
898	898	358	187
766	175	258	175
342	342	445	992
853	23	541	541
292	58	292	274
155	89	443	89
716	395	660	493
696	915	27	508
953	986	917	340
962	186	146	456
36	61	150	903
791	205	98	273
988	532	920	727
354	550	555	368
358	515	515	413
299	771	739	322
211	322	981	211
85	590	85	55
326	626	317	626
281	553	203	259
253	987	559	559
706	706	86	687
273	784	677	180
453	512	762	512
569	846	517	66
109	224	202	728
473	915	767	473
817	932	777	495
830	786	406	786
9	14	20	20
447	587	726	447
615	416	615	481
537	252	185	537
841	116	859	930
285	942	836	372
646	780	646	944
442	191	782	919
140	863	605	863
646	333	489	530
984	340	234	340
406	688	139	274
730	328	758	758
111	161	407	161
88	88	83	780
47	753	399	750
154	955	800	948
63	781	781	190
860	136	547	136
94	243	532	622
768	705	705	427
925	33	276	595
777	80	881	777
677	121	51	517
13	357	803	507
69	208	174	69
764	118	118	311
716	73	716	766
349	85	529	106
628	394	193	636
712	478	889	862
548	993	840	293
458	527	840	197
303	303	977	540
824	472	617	617
280	382	382	786
815	88	255	911
167	135	557	471
136	379	851	379
312	774	265	445
511	511	426	649
370	48	780	370
110	340	356	340
456	928	456	529
212	579	155	812
722	261	722	407
544	393	393	517
399	145	910	92
441	210	737	210
95	858	614	349
18	911	26	775
660	688	361	315
788	361	749	368
567	567	256	518
685	460	866	866
81	471	757	92
59	657	593	641
391	447	391	26
232	232	49	207
254	736	763	473
664	102	173	618
784	525	150	375
883	883	754	398
692	374	394	243
727	880	183	970
177	801	305	38
155	208	162	178
503	500	993	804
229	453	453	102
608	713	713	53
775	701	468	648
31	308	152	700
833	425	644	176
936	857	570	857
322	201	607	201
210	618	618	663
541	566	775	117
193	560	560	702
570	975	667	840
621	859	13	144
650	749	593	749
844	287	765	287
403	422	422	83
187	408	187	298
790	790	250	823
339	810	810	257
626	8	638	70
148	302	148	874
278	68	159	870
72	72	755	514
115	243	230	259
104	99	809	392
339	437	288	339
980	4	541	787
45	983	865	221
8	422	631	891
137	380	978	380
872	256	592	592
487	611	482	601
718	799	237	979
306	483	758	739
944	273	260	656
237	496	967	237
317	290	413	23
569	35	387	534
363	563	561	614
329	802	624	668
795	795	913	783
697	363	223	88
913	913	757	511
620	315	315	914
821	420	213	645
93	93	180	133
296	526	630	374
603	137	656	301
963	579	904	837
782	913	24	548
535	685	988	685
744	282	886	478
802	138	146	138
925	951	925	289
38	35	189	35
485	4	193	550
305	607	507	790
778	807	477	389
599	943	599	54
210	17	483	236
50	256	253	704
330	330	58	737
481	925	23	781
478	820	984	71
893	632	646	90
132	424	822	821
118	287	274	455
138	47	846	965
793	513	13	300
756	351	756	266
946	505	851	272
545	910	686	686
654	286	6	488
924	949	820	920
531	828	828	508
412	524	440	524
68	252	964	68
744	744	964	305
708	650	887	497
1	1	792	270
231	319	591	906
349	61	468	986
1	460	125	410
779	454	454	564
736	254	495	341
526	526	804	600
564	879	976	854
884	253	108	570
569	971	92	92
138	287	517	46
110	911	782	911
769	37	769	689
847	455	847	464
317	281	317	592
135	690	661	672
340	124	304	777
311	935	286	603
279	733	143	143
669	92	832	551
119	357	801	374
91	886	28	349
75	82	518	560
195	670	683	45
247	781	280	123
811	792	909	680
365	259	855	915
221	164	256	442
749	162	47	977
247	967	92	247
347	594	908	651
257	424	660	647
344	149	265	112
462	117	325	119
6	440	374	752
482	519	46	121
907	942	1	907
747	78	503	503
550	689	836	186
459	351	847	512
409	433	724	261
754	756	611	465
558	624	624	452
